source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[age]	characteristics[developmental stage]	characteristics[enrichment process]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	material type	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD017199-Sample-106	Homo sapiens	breast	Breast ductal carcinoma	HCC3153	CVCL_3377	cell line	not available	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_16_HCC3153_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_16_HCC3153_A.raw	HCC3153
PXD017199-Sample-107	Homo sapiens	breast	Breast ductal carcinoma	HCC3153	CVCL_3377	cell line	not available	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_17_HCC3153_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_17_HCC3153_B.raw	HCC3153
PXD017199-Sample-108	Homo sapiens	breast	Breast ductal carcinoma	HCC3153	CVCL_3377	cell line	not available	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_18B_HCC3153_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_18B_HCC3153_C.raw	HCC3153
PXD017199-Sample-109	Homo sapiens	breast	Breast ductal carcinoma	HCC38	CVCL_1267	cell line	50Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_28_HCC38_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_28_HCC38_A.raw	HCC38
PXD017199-Sample-110	Homo sapiens	breast	Breast ductal carcinoma	HCC38	CVCL_1267	cell line	50Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_29_HCC38_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_29_HCC38_B.raw	HCC38
PXD017199-Sample-111	Homo sapiens	breast	Breast ductal carcinoma	HCC38	CVCL_1267	cell line	50Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_30_HCC38_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_30_HCC38_C.raw	HCC38
PXD017199-Sample-112	Homo sapiens	breast	Breast ductal carcinoma	HCC70	CVCL_1270	cell line	49Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_10_HCC70_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_10_HCC70_A.raw	HCC70
PXD017199-Sample-112	Homo sapiens	breast	Breast ductal carcinoma	HCC70	CVCL_1270	cell line	49Y	adult	not available	not available	Female	1	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_10_6_HCC70_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	180328_MT_10_6_HCC70_A.raw	HCC70
PXD017199-Sample-112	Homo sapiens	breast	Breast ductal carcinoma	HCC70	CVCL_1270	cell line	49Y	adult	not available	not available	Female	1	cell line	run3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_10_2_HCC70_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	3	180401_MT_10_2_HCC70_A.raw	HCC70
PXD017199-Sample-112	Homo sapiens	breast	Breast ductal carcinoma	HCC70	CVCL_1270	cell line	49Y	adult	not available	not available	Female	1	cell line	run4	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_10_3_HCC70_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	4	180501_MT_10_3_HCC70_A.raw	HCC70
PXD017199-Sample-112	Homo sapiens	breast	Breast ductal carcinoma	HCC70	CVCL_1270	cell line	49Y	adult	not available	not available	Female	1	cell line	run5	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_10_4_HCC70_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	5	180501_MT_10_4_HCC70_A.raw	HCC70
PXD017199-Sample-113	Homo sapiens	breast	Breast ductal carcinoma	HCC70	CVCL_1270	cell line	49Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_11_HCC70_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_11_HCC70_B.raw	HCC70
PXD017199-Sample-114	Homo sapiens	breast	Breast ductal carcinoma	HCC70	CVCL_1270	cell line	49Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_12_HCC70_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	171227_MT_12_HCC70_C.raw	HCC70
PXD017199-Sample-115	Homo sapiens	breast	Breast ductal carcinoma	HDQP1	CVCL_2067	cell line	50Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_172_HDQP1_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_172_HDQP1_A.raw	HDQP1
PXD017199-Sample-116	Homo sapiens	breast	Breast ductal carcinoma	HDQP1	CVCL_2067	cell line	50Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_173_HDQP1_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_173_HDQP1_B.raw	HDQP1
PXD017199-Sample-117	Homo sapiens	breast	Breast ductal carcinoma	HDQP1	CVCL_2067	cell line	50Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_174_HDQP1_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_174_HDQP1_C.raw	HDQP1
PXD017199-Sample-118	Homo sapiens	breast	Invasive breast carcinoma of no special type	Hs578T	CVCL_0332	cell line	74Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_154_Hs578T_A_3.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_154_Hs578T_A_3.raw	Hs578T
PXD017199-Sample-119	Homo sapiens	breast	Invasive breast carcinoma of no special type	Hs578T	CVCL_0332	cell line	74Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_155_Hs578T_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_155_Hs578T_B.raw	Hs578T
PXD017199-Sample-120	Homo sapiens	breast	Invasive breast carcinoma of no special type	Hs578T	CVCL_0332	cell line	74Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_156_Hs578_C_3.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_156_Hs578_C_3.raw	Hs578T
PXD017199-Sample-121	Homo sapiens	breast	Breast ductal carcinoma	JIMT1	CVCL_2077	cell line	62Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_169_JIMT1_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_169_JIMT1_A.raw	JIMT1
PXD017199-Sample-122	Homo sapiens	breast	Breast ductal carcinoma	JIMT1	CVCL_2077	cell line	62Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_170_JIMT1_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_170_JIMT1_B.raw	JIMT1
PXD017199-Sample-123	Homo sapiens	breast	Breast ductal carcinoma	JIMT1	CVCL_2077	cell line	62Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_171_JIMT1_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_171_JIMT1_C.raw	JIMT1
PXD017199-Sample-124	Homo sapiens	breast	Invasive breast carcinoma of no special type	KPL1	CVCL_2094	cell line	69Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_163_KPL1_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_163_KPL1_A.raw	KPL1
PXD017199-Sample-125	Homo sapiens	breast	Invasive breast carcinoma of no special type	KPL1	CVCL_2094	cell line	69Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_164_KPL1_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_164_KPL1_B.raw	KPL1
PXD017199-Sample-126	Homo sapiens	breast	Invasive breast carcinoma of no special type	KPL1	CVCL_2094	cell line	69Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180501_MT_165_KPL1_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180501_MT_165_KPL1_C.raw	KPL1
PXD017199-Sample-127	Homo sapiens	breast	Invasive breast carcinoma of no special type	LY2	CVCL_9579	cell line	69Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_136_LY2_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_136_LY2_A.raw	LY2
PXD017199-Sample-129	Homo sapiens	breast	Invasive breast carcinoma of no special type	LY2	CVCL_9579	cell line	69Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_138_LY2_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_138_LY2_C.raw	LY2
PXD017199-Sample-130	Homo sapiens	breast	Breast ductal carcinoma	MACLS2	CVCL_4571	cell line	47Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_133_MACLS2_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_133_MACLS2_A.raw	MACLS2
PXD017199-Sample-131	Homo sapiens	breast	Breast ductal carcinoma	MACLS2	CVCL_4571	cell line	47Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_134_MACLS2_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_134_MACLS2_B.raw	MACLS2
PXD017199-Sample-132	Homo sapiens	breast	Breast ductal carcinoma	MACLS2	CVCL_4571	cell line	47Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180328_MT_135_MACLS2_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180328_MT_135_MACLS2_C.raw	MACLS2
PXD017199-Sample-133	Homo sapiens	breast	Invasive breast carcinoma of no special type	MCF7	CVCL_0031	cell line	69Y	adult	not available	not available	Female	1	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_79_MCF7_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_79_MCF7_A.raw	MCF7
PXD017199-Sample-134	Homo sapiens	breast	Invasive breast carcinoma of no special type	MCF7	CVCL_0031	cell line	69Y	adult	not available	not available	Female	2	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_80_MCF7_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_80_MCF7_B.raw	MCF7
PXD017199-Sample-135	Homo sapiens	breast	Invasive breast carcinoma of no special type	MCF7	CVCL_0031	cell line	69Y	adult	not available	not available	Female	3	cell line	run1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/180401_MT_81_MCF7_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	1	180401_MT_81_MCF7_C.raw	MCF7
PXD017199-Sample-136	Homo sapiens	breast	Invasive breast lobular carcinoma	MDAMB134VI	CVCL_0617	cell line	47Y	adult	not available	not available	Female	1	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_7_MDAMB134VI_A.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_7_MDAMB134VI_A.raw	MDAMB134VI
PXD017199-Sample-137	Homo sapiens	breast	Invasive breast lobular carcinoma	MDAMB134VI	CVCL_0617	cell line	47Y	adult	not available	not available	Female	2	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_8_MDAMB134VI_B.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_8_MDAMB134VI_B.raw	MDAMB134VI
PXD017199-Sample-138	Homo sapiens	breast	Invasive breast lobular carcinoma	MDAMB134VI	CVCL_0617	cell line	47Y	adult	not available	not available	Female	3	cell line	run2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	25 NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD017199/171227_MT_9_MDAMB134VI_C.raw	0.02 Da	350m/z-1500m/z	150m/z-2000m/z	10 ppm	2	171227_MT_9_MDAMB134VI_C.raw	MDAMB134VI
