Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[human leukocyte antigen]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism part]	Factor Value[human leukocyte antigen]
PXD019643-Sample-440	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 637	proteomic profiling by mass spectrometry	180602_AM_AUT01-DN15_Stomach_Tue39L243_10_DDA_2_400-1000mz_msms10_Antrum.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/180602_AM_AUT01-DN15_Stomach_Tue39L243_10_DDA_2_400-1000mz_msms10_Antrum.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class II
PXD019643-Sample-440	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 638	proteomic profiling by mass spectrometry	180602_AM_AUT01-DN15_Stomach_Tue39L243_10_DDA_3_400-1000mz_msms11_Antrum.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/180602_AM_AUT01-DN15_Stomach_Tue39L243_10_DDA_3_400-1000mz_msms11_Antrum.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class II
PXD019643-Sample-441	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 639	proteomic profiling by mass spectrometry	181006_AM_AUT01-DN03_Trachea_Tue39L243_10_DDA_1_400-1000mz_msms8_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/181006_AM_AUT01-DN03_Trachea_Tue39L243_10_DDA_1_400-1000mz_msms8_Refill.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class II
PXD019643-Sample-441	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 640	proteomic profiling by mass spectrometry	181006_AM_AUT01-DN03_Trachea_Tue39L243_10_DDA_2_400-1000mz_msms9_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/181006_AM_AUT01-DN03_Trachea_Tue39L243_10_DDA_2_400-1000mz_msms9_Refill.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class II
PXD019643-Sample-441	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 641	proteomic profiling by mass spectrometry	181006_AM_AUT01-DN03_Trachea_Tue39L243_10_DDA_3_400-1000mz_msms10_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/181006_AM_AUT01-DN03_Trachea_Tue39L243_10_DDA_3_400-1000mz_msms10_Refill.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class II
PXD019643-Sample-442	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN09	1	organism part	run 642	proteomic profiling by mass spectrometry	170807_AM_AUT01-DN09_AdrenalGland_Tue39L243_10_DDA_1_400-1000mz_msms19_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170807_AM_AUT01-DN09_AdrenalGland_Tue39L243_10_DDA_1_400-1000mz_msms19_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-442	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN09	1	organism part	run 643	proteomic profiling by mass spectrometry	170807_AM_AUT01-DN09_AdrenalGland_Tue39L243_10_DDA_2_400-1000mz_msms20_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170807_AM_AUT01-DN09_AdrenalGland_Tue39L243_10_DDA_2_400-1000mz_msms20_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-442	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN09	1	organism part	run 644	proteomic profiling by mass spectrometry	170807_AM_AUT01-DN09_AdrenalGland_Tue39L243_10_DDA_3_400-1000mz_msms21_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170807_AM_AUT01-DN09_AdrenalGland_Tue39L243_10_DDA_3_400-1000mz_msms21_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-443	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN09	1	organism part	run 645	proteomic profiling by mass spectrometry	160716_AM_AUT01-DN09_Kidney_Tue39L243_20_DDA_1_400-1000mz_msms48_Transplant.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160716_AM_AUT01-DN09_Kidney_Tue39L243_20_DDA_1_400-1000mz_msms48_Transplant.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class II
PXD019643-Sample-443	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN09	1	organism part	run 646	proteomic profiling by mass spectrometry	160716_AM_AUT01-DN09_Kidney_Tue39L243_20_DDA_2_400-1000mz_msms49_Transplant.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160716_AM_AUT01-DN09_Kidney_Tue39L243_20_DDA_2_400-1000mz_msms49_Transplant.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class II
PXD019643-Sample-443	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN09	1	organism part	run 647	proteomic profiling by mass spectrometry	160716_AM_AUT01-DN09_Kidney_Tue39L243_20_DDA_3_400-1000mz_msms50_Transplant.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160716_AM_AUT01-DN09_Kidney_Tue39L243_20_DDA_3_400-1000mz_msms50_Transplant.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class II
PXD019643-Sample-444	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 648	proteomic profiling by mass spectrometry	170701_AM_AUT01-DN12_Thyroid_Tue39L243_10_DDA_1_400-1000mz_msms7_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170701_AM_AUT01-DN12_Thyroid_Tue39L243_10_DDA_1_400-1000mz_msms7_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-444	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 649	proteomic profiling by mass spectrometry	170701_AM_AUT01-DN12_Thyroid_Tue39L243_10_DDA_2_400-1000mz_msms8_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170701_AM_AUT01-DN12_Thyroid_Tue39L243_10_DDA_2_400-1000mz_msms8_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-444	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 650	proteomic profiling by mass spectrometry	170701_AM_AUT01-DN12_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms9_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170701_AM_AUT01-DN12_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms9_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-447	Homo sapiens	bone marrow	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 651	proteomic profiling by mass spectrometry	170413_AM_AUT01-DN12_BoneMarrow_Tue39L243_10_DDA_1_400-1000mz_msms38_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170413_AM_AUT01-DN12_BoneMarrow_Tue39L243_10_DDA_1_400-1000mz_msms38_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bone marrow	Human leukocyte antigen class II
PXD019643-Sample-447	Homo sapiens	bone marrow	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 652	proteomic profiling by mass spectrometry	170413_AM_AUT01-DN12_BoneMarrow_Tue39L243_10_DDA_2_400-1000mz_msms39_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170413_AM_AUT01-DN12_BoneMarrow_Tue39L243_10_DDA_2_400-1000mz_msms39_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bone marrow	Human leukocyte antigen class II
PXD019643-Sample-447	Homo sapiens	bone marrow	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 653	proteomic profiling by mass spectrometry	170413_AM_AUT01-DN12_BoneMarrow_Tue39L243_10_DDA_3_400-1000mz_msms40_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170413_AM_AUT01-DN12_BoneMarrow_Tue39L243_10_DDA_3_400-1000mz_msms40_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bone marrow	Human leukocyte antigen class II
PXD019643-Sample-449	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 654	proteomic profiling by mass spectrometry	170804_AM_AUT01-DN15_Thyroid_Tue39L243_10_DDA_1_400-1000mz_msms11_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170804_AM_AUT01-DN15_Thyroid_Tue39L243_10_DDA_1_400-1000mz_msms11_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-449	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 655	proteomic profiling by mass spectrometry	170804_AM_AUT01-DN15_Thyroid_Tue39L243_10_DDA_2_400-1000mz_msms15_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170804_AM_AUT01-DN15_Thyroid_Tue39L243_10_DDA_2_400-1000mz_msms15_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-449	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 656	proteomic profiling by mass spectrometry	170804_AM_AUT01-DN15_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms16_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170804_AM_AUT01-DN15_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms16_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-450	Homo sapiens	heart	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 657	proteomic profiling by mass spectrometry	160711_AM_AUT01-DN08_Heart_Tue39L243_20_DDA_1_400-1000mz_msms31_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160711_AM_AUT01-DN08_Heart_Tue39L243_20_DDA_1_400-1000mz_msms31_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class II
PXD019643-Sample-450	Homo sapiens	heart	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 658	proteomic profiling by mass spectrometry	160711_AM_AUT01-DN08_Heart_Tue39L243_20_DDA_2_400-1000mz_msms32_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160711_AM_AUT01-DN08_Heart_Tue39L243_20_DDA_2_400-1000mz_msms32_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class II
PXD019643-Sample-450	Homo sapiens	heart	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 659	proteomic profiling by mass spectrometry	160711_AM_AUT01-DN08_Heart_Tue39L243_20_DDA_3_400-1000mz_msms33_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160711_AM_AUT01-DN08_Heart_Tue39L243_20_DDA_3_400-1000mz_msms33_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class II
PXD019643-Sample-452	Homo sapiens	colon	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN13	1	organism part	run 660	proteomic profiling by mass spectrometry	161209_AM_AUT01-DN13_Colon_Tue39L243_10_DDA_1_400-1000mz_msms30_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161209_AM_AUT01-DN13_Colon_Tue39L243_10_DDA_1_400-1000mz_msms30_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	colon	Human leukocyte antigen class II
PXD019643-Sample-452	Homo sapiens	colon	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN13	1	organism part	run 661	proteomic profiling by mass spectrometry	161209_AM_AUT01-DN13_Colon_Tue39L243_10_DDA_2_400-1000mz_msms31_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161209_AM_AUT01-DN13_Colon_Tue39L243_10_DDA_2_400-1000mz_msms31_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	colon	Human leukocyte antigen class II
PXD019643-Sample-452	Homo sapiens	colon	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN13	1	organism part	run 662	proteomic profiling by mass spectrometry	161209_AM_AUT01-DN13_Colon_Tue39L243_10_DDA_3_400-1000mz_msms32_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161209_AM_AUT01-DN13_Colon_Tue39L243_10_DDA_3_400-1000mz_msms32_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	colon	Human leukocyte antigen class II
PXD019643-Sample-454	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 663	proteomic profiling by mass spectrometry	181008_AM_AUT01-DN03_Esophagus_Tue39L243_10_DDA_1_400-1000mz_msms6_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/181008_AM_AUT01-DN03_Esophagus_Tue39L243_10_DDA_1_400-1000mz_msms6_Refill.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class II
PXD019643-Sample-454	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 664	proteomic profiling by mass spectrometry	181008_AM_AUT01-DN03_Esophagus_Tue39L243_10_DDA_2_400-1000mz_msms7_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/181008_AM_AUT01-DN03_Esophagus_Tue39L243_10_DDA_2_400-1000mz_msms7_Refill.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class II
PXD019643-Sample-454	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN03	1	organism part	run 665	proteomic profiling by mass spectrometry	181008_AM_AUT01-DN03_Esophagus_Tue39L243_10_DDA_3_400-1000mz_msms8_Refill.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/181008_AM_AUT01-DN03_Esophagus_Tue39L243_10_DDA_3_400-1000mz_msms8_Refill.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class II
PXD019643-Sample-455	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN05	1	organism part	run 666	proteomic profiling by mass spectrometry	160625_DK_AUT01-DN05_Thyroid_Tue39L243_20_DDA_1_400-1000mz_msms32_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160625_DK_AUT01-DN05_Thyroid_Tue39L243_20_DDA_1_400-1000mz_msms32_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-455	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN05	1	organism part	run 667	proteomic profiling by mass spectrometry	160625_DK_AUT01-DN05_Thyroid_Tue39L243_20_DDA_2_400-1000mz_msms33_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160625_DK_AUT01-DN05_Thyroid_Tue39L243_20_DDA_2_400-1000mz_msms33_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
