Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[human leukocyte antigen]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[organism part]	Factor Value[human leukocyte antigen]
PXD019643-Sample-127	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN04	1	organism part	run 213	proteomic profiling by mass spectrometry	160927_AM_AUT01-DN04_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms57_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/160927_AM_AUT01-DN04_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms57_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-132	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN14	1	organism part	run 214	proteomic profiling by mass spectrometry	170625_AM_AUT01-DN14_AdrenalGland_Tue39L243_10_DDA_1_400-1000mz_msms13_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170625_AM_AUT01-DN14_AdrenalGland_Tue39L243_10_DDA_1_400-1000mz_msms13_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-132	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN14	1	organism part	run 215	proteomic profiling by mass spectrometry	170625_AM_AUT01-DN14_AdrenalGland_Tue39L243_10_DDA_2_400-1000mz_msms14_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170625_AM_AUT01-DN14_AdrenalGland_Tue39L243_10_DDA_2_400-1000mz_msms14_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-132	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN14	1	organism part	run 216	proteomic profiling by mass spectrometry	170625_AM_AUT01-DN14_AdrenalGland_Tue39L243_10_DDA_3_400-1000mz_msms15_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170625_AM_AUT01-DN14_AdrenalGland_Tue39L243_10_DDA_3_400-1000mz_msms15_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-133	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN17	1	organism part	run 217	proteomic profiling by mass spectrometry	171002_AM_AUT01-DN17_Thyroid_Tue39L243_10_DDA_1_400-1000mz_msms22_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171002_AM_AUT01-DN17_Thyroid_Tue39L243_10_DDA_1_400-1000mz_msms22_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-133	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN17	1	organism part	run 218	proteomic profiling by mass spectrometry	171002_AM_AUT01-DN17_Thyroid_Tue39L243_10_DDA_2_400-1000mz_msms23_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171002_AM_AUT01-DN17_Thyroid_Tue39L243_10_DDA_2_400-1000mz_msms23_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-133	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN17	1	organism part	run 219	proteomic profiling by mass spectrometry	171002_AM_AUT01-DN17_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms24_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171002_AM_AUT01-DN17_Thyroid_Tue39L243_10_DDA_3_400-1000mz_msms24_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class II
PXD019643-Sample-135	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 220	proteomic profiling by mass spectrometry	171228_AM_AUT01-DN11_Kidney_Tue39L243_10_DDA_1_400-1000mz_msms33_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171228_AM_AUT01-DN11_Kidney_Tue39L243_10_DDA_1_400-1000mz_msms33_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class II
PXD019643-Sample-135	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 221	proteomic profiling by mass spectrometry	171228_AM_AUT01-DN11_Kidney_Tue39L243_10_DDA_2_400-1000mz_msms34_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171228_AM_AUT01-DN11_Kidney_Tue39L243_10_DDA_2_400-1000mz_msms34_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class II
PXD019643-Sample-135	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 222	proteomic profiling by mass spectrometry	171228_AM_AUT01-DN11_Kidney_Tue39L243_10_DDA_3_400-1000mz_msms35_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171228_AM_AUT01-DN11_Kidney_Tue39L243_10_DDA_3_400-1000mz_msms35_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class II
PXD019643-Sample-138	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN17	1	organism part	run 223	proteomic profiling by mass spectrometry	171006_AM_AUT01-DN17_Esophagus_Tue39L243_10_DDA_1_400-1000mz_msms30_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171006_AM_AUT01-DN17_Esophagus_Tue39L243_10_DDA_1_400-1000mz_msms30_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class II
PXD019643-Sample-138	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN17	1	organism part	run 224	proteomic profiling by mass spectrometry	171006_AM_AUT01-DN17_Esophagus_Tue39L243_10_DDA_2_400-1000mz_msms31_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171006_AM_AUT01-DN17_Esophagus_Tue39L243_10_DDA_2_400-1000mz_msms31_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class II
PXD019643-Sample-138	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN17	1	organism part	run 225	proteomic profiling by mass spectrometry	171006_AM_AUT01-DN17_Esophagus_Tue39L243_10_DDA_3_400-1000mz_msms32_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171006_AM_AUT01-DN17_Esophagus_Tue39L243_10_DDA_3_400-1000mz_msms32_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class II
PXD019643-Sample-140	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 226	proteomic profiling by mass spectrometry	161218_AM_AUT01-DN08_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms21_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161218_AM_AUT01-DN08_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms21_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-140	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 227	proteomic profiling by mass spectrometry	161218_AM_AUT01-DN08_Bladder_Tue39L243_10_DDA_2_400-1000mz_msm22_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161218_AM_AUT01-DN08_Bladder_Tue39L243_10_DDA_2_400-1000mz_msm22_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-140	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN08	1	organism part	run 228	proteomic profiling by mass spectrometry	161218_AM_AUT01-DN08_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms23_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/161218_AM_AUT01-DN08_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms23_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-141	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 229	proteomic profiling by mass spectrometry	171109_AM_AUT01-DN11_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms30_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171109_AM_AUT01-DN11_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms30_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-141	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 230	proteomic profiling by mass spectrometry	171109_AM_AUT01-DN11_Bladder_Tue39L243_10_DDA_2_400-1000mz_msms31_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171109_AM_AUT01-DN11_Bladder_Tue39L243_10_DDA_2_400-1000mz_msms31_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-141	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 231	proteomic profiling by mass spectrometry	171109_AM_AUT01-DN11_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms32_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/171109_AM_AUT01-DN11_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms32_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-143	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 232	proteomic profiling by mass spectrometry	170715_AM_AUT01-DN15_SmallIntestine_Tue39L243_10_DDA_1_400-1000mz_msms8_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170715_AM_AUT01-DN15_SmallIntestine_Tue39L243_10_DDA_1_400-1000mz_msms8_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class II
PXD019643-Sample-143	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 233	proteomic profiling by mass spectrometry	170715_AM_AUT01-DN15_SmallIntestine_Tue39L243_10_DDA_2_400-1000mz_msms9_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170715_AM_AUT01-DN15_SmallIntestine_Tue39L243_10_DDA_2_400-1000mz_msms9_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class II
PXD019643-Sample-143	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN15	1	organism part	run 234	proteomic profiling by mass spectrometry	170715_AM_AUT01-DN15_SmallIntestine_Tue39L243_10_DDA_3_400-1000mz_msms10_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170715_AM_AUT01-DN15_SmallIntestine_Tue39L243_10_DDA_3_400-1000mz_msms10_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class II
PXD019643-Sample-147	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 235	proteomic profiling by mass spectrometry	170817_AM_AUT01-DN11_Tongue_Tue39L243_10_DDA_1_400-1000mz_msms19_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170817_AM_AUT01-DN11_Tongue_Tue39L243_10_DDA_1_400-1000mz_msms19_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-147	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 236	proteomic profiling by mass spectrometry	170817_AM_AUT01-DN11_Tongue_Tue39L243_10_DDA_2_400-1000mz_msms20_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170817_AM_AUT01-DN11_Tongue_Tue39L243_10_DDA_2_400-1000mz_msms20_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-147	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN11	1	organism part	run 237	proteomic profiling by mass spectrometry	170817_AM_AUT01-DN11_Tongue_Tue39L243_10_DDA_3_400-1000mz_msms21_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170817_AM_AUT01-DN11_Tongue_Tue39L243_10_DDA_3_400-1000mz_msms21_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class II
PXD019643-Sample-149	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 238	proteomic profiling by mass spectrometry	170827_AM_AUT01-DN12_AdrenalGland_Tue39L243_10_DDA_1_400-1000mz_msms7_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170827_AM_AUT01-DN12_AdrenalGland_Tue39L243_10_DDA_1_400-1000mz_msms7_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-149	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 239	proteomic profiling by mass spectrometry	170827_AM_AUT01-DN12_AdrenalGland_Tue39L243_10_DDA_2_400-1000mz_msms8_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170827_AM_AUT01-DN12_AdrenalGland_Tue39L243_10_DDA_2_400-1000mz_msms8_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-149	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 240	proteomic profiling by mass spectrometry	170827_AM_AUT01-DN12_AdrenalGland_Tue39L243_10_DDA_3_400-1000mz_msms9_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170827_AM_AUT01-DN12_AdrenalGland_Tue39L243_10_DDA_3_400-1000mz_msms9_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class II
PXD019643-Sample-151	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 241	proteomic profiling by mass spectrometry	170704_AM_AUT01-DN12_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms1_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170704_AM_AUT01-DN12_Bladder_Tue39L243_10_DDA_1_400-1000mz_msms1_standard.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-151	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 242	proteomic profiling by mass spectrometry	170704_AM_AUT01-DN12_Bladder_Tue39L243_10_DDA_2_400-1000mz_msms2_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170704_AM_AUT01-DN12_Bladder_Tue39L243_10_DDA_2_400-1000mz_msms2_standard.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
PXD019643-Sample-151	Homo sapiens	bladder	not available	not available	Human leukocyte antigen class II	not available	not applicable	not available	AUT01-DN12	1	organism part	run 243	proteomic profiling by mass spectrometry	170704_AM_AUT01-DN12_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms3_standard.mzML	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD019463/170704_AM_AUT01-DN12_Bladder_Tue39L243_10_DDA_3_400-1000mz_msms3_standard.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=HCD;AC=PRIDE:0000590	30% NCE	5 ppm	0.02 Da	bladder	Human leukocyte antigen class II
