source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[age]	characteristics[developmental stage]	characteristics[enrichment process]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	material type	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[associated file uri]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD004701-Sample-58	Homo sapiens	pleural effusion	Breast adenocarcinoma	skbr3	CVCL_0033	cell line	43Y	adult	not available	not available	Female	1	cell line	run226	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR183.wiff	guot_L160226_BR183.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR183.wiff	skbr3
PXD004701-Sample-58	Homo sapiens	pleural effusion	Breast adenocarcinoma	skbr3	CVCL_0033	cell line	43Y	adult	not available	not available	Female	2	cell line	run227	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR42.wiff	guot_K160125_sw_BR42.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR42.wiff	skbr3
PXD004701-Sample-58	Homo sapiens	pleural effusion	Breast adenocarcinoma	skbr3	CVCL_0033	cell line	43Y	adult	not available	not available	Female	3	cell line	run228	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR127.wiff	guot_K160125_sw_BR127.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR127.wiff	skbr3
PXD004701-Sample-58	Homo sapiens	pleural effusion	Breast adenocarcinoma	skbr3	CVCL_0033	cell line	43Y	adult	not available	not available	Female	4	cell line	run229	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR210.wiff	guot_K160125_sw_BR210.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR210.wiff	skbr3
PXD004701-Sample-59	Homo sapiens	not available	Breast carcinoma	skbr5	CVCL_5217	cell line	not available	not available	not available	not available	Female	1	cell line	run230	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR184.wiff	guot_L160226_BR184.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR184.wiff	skbr5
PXD004701-Sample-59	Homo sapiens	not available	Breast carcinoma	skbr5	CVCL_5217	cell line	not available	not available	not available	not available	Female	2	cell line	run231	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR43.wiff	guot_K160125_sw_BR43.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR43.wiff	skbr5
PXD004701-Sample-59	Homo sapiens	not available	Breast carcinoma	skbr5	CVCL_5217	cell line	not available	not available	not available	not available	Female	3	cell line	run232	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR128.wiff	guot_K160125_sw_BR128.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR128.wiff	skbr5
PXD004701-Sample-59	Homo sapiens	not available	Breast carcinoma	skbr5	CVCL_5217	cell line	not available	not available	not available	not available	Female	4	cell line	run233	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR211.wiff	guot_K160125_sw_BR211.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR211.wiff	skbr5
PXD004701-Sample-60	Homo sapiens	not available	Breast carcinoma	skbr7	CVCL_5218	cell line	not available	not available	not available	not available	Female	1	cell line	run234	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR186.wiff	guot_L160226_BR186.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR186.wiff	skbr7
PXD004701-Sample-60	Homo sapiens	not available	Breast carcinoma	skbr7	CVCL_5218	cell line	not available	not available	not available	not available	Female	2	cell line	run235	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR44.wiff	guot_K160125_sw_BR44.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR44.wiff	skbr7
PXD004701-Sample-60	Homo sapiens	not available	Breast carcinoma	skbr7	CVCL_5218	cell line	not available	not available	not available	not available	Female	3	cell line	run236	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR129.wiff	guot_K160125_sw_BR129.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR129.wiff	skbr7
PXD004701-Sample-60	Homo sapiens	not available	Breast carcinoma	skbr7	CVCL_5218	cell line	not available	not available	not available	not available	Female	4	cell line	run237	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR212.wiff	guot_K160125_sw_BR212.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR212.wiff	skbr7
PXD004701-Sample-61	Homo sapiens	breast	Breast carcinoma	sum102	CVCL_3421	cell line	57Y	adult	not available	not available	Female	1	cell line	run238	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR187.wiff	guot_L160226_BR187.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR187.wiff	sum102
PXD004701-Sample-61	Homo sapiens	breast	Breast carcinoma	sum102	CVCL_3421	cell line	57Y	adult	not available	not available	Female	2	cell line	run239	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR45.wiff	guot_K160125_sw_BR45.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR45.wiff	sum102
PXD004701-Sample-61	Homo sapiens	breast	Breast carcinoma	sum102	CVCL_3421	cell line	57Y	adult	not available	not available	Female	3	cell line	run240	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR130.wiff	guot_K160125_sw_BR130.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR130.wiff	sum102
PXD004701-Sample-61	Homo sapiens	breast	Breast carcinoma	sum102	CVCL_3421	cell line	57Y	adult	not available	not available	Female	4	cell line	run241	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR213.wiff	guot_K160125_sw_BR213.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR213.wiff	sum102
PXD004701-Sample-62	Homo sapiens	breast	Breast inflammatory carcinoma	sum149	CVCL_3422	cell line	40Y	adult	not available	not available	Female	1	cell line	run242	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR188.wiff	guot_L160226_BR188.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR188.wiff	sum149
PXD004701-Sample-62	Homo sapiens	breast	Breast inflammatory carcinoma	sum149	CVCL_3422	cell line	40Y	adult	not available	not available	Female	2	cell line	run243	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR46.wiff	guot_K160125_sw_BR46.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR46.wiff	sum149
PXD004701-Sample-62	Homo sapiens	breast	Breast inflammatory carcinoma	sum149	CVCL_3422	cell line	40Y	adult	not available	not available	Female	3	cell line	run244	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR131.wiff	guot_K160125_sw_BR131.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR131.wiff	sum149
PXD004701-Sample-62	Homo sapiens	breast	Breast inflammatory carcinoma	sum149	CVCL_3422	cell line	40Y	adult	not available	not available	Female	4	cell line	run245	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR215.wiff	guot_K160125_sw_BR215.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR215.wiff	sum149
PXD004701-Sample-63	Homo sapiens	breast	Breast pleomorphic carcinoma	sum159	CVCL_5423	cell line	71Y	adult	not available	not available	Female	1	cell line	run246	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR189.wiff	guot_L160226_BR189.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR189.wiff	sum159
PXD004701-Sample-63	Homo sapiens	breast	Breast pleomorphic carcinoma	sum159	CVCL_5423	cell line	71Y	adult	not available	not available	Female	2	cell line	run247	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR47.wiff	guot_K160125_sw_BR47.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR47.wiff	sum159
PXD004701-Sample-63	Homo sapiens	breast	Breast pleomorphic carcinoma	sum159	CVCL_5423	cell line	71Y	adult	not available	not available	Female	3	cell line	run248	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR132.wiff	guot_K160125_sw_BR132.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR132.wiff	sum159
PXD004701-Sample-63	Homo sapiens	breast	Breast pleomorphic carcinoma	sum159	CVCL_5423	cell line	71Y	adult	not available	not available	Female	4	cell line	run249	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR216.wiff	guot_K160125_sw_BR216.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR216.wiff	sum159
PXD004701-Sample-64	Homo sapiens	pleural effusion	Breast ductal carcinoma	sum185	CVCL_5591	cell line	not available	not available	not available	not available	Female	1	cell line	run250	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR190.wiff	guot_L160226_BR190.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR190.wiff	sum185
PXD004701-Sample-64	Homo sapiens	pleural effusion	Breast ductal carcinoma	sum185	CVCL_5591	cell line	not available	not available	not available	not available	Female	2	cell line	run251	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR49.wiff	guot_K160125_sw_BR49.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR49.wiff	sum185
PXD004701-Sample-64	Homo sapiens	pleural effusion	Breast ductal carcinoma	sum185	CVCL_5591	cell line	not available	not available	not available	not available	Female	3	cell line	run252	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR133.wiff	guot_K160125_sw_BR133.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR133.wiff	sum185
PXD004701-Sample-64	Homo sapiens	pleural effusion	Breast ductal carcinoma	sum185	CVCL_5591	cell line	not available	not available	not available	not available	Female	4	cell line	run253	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR217.wiff	guot_K160125_sw_BR217.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR217.wiff	sum185
PXD004701-Sample-65	Homo sapiens	breast	Breast inflammatory carcinoma	sum190	CVCL_3423	cell line	not available	not available	not available	not available	Female	1	cell line	run254	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR191.wiff	guot_L160226_BR191.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR191.wiff	sum190
PXD004701-Sample-65	Homo sapiens	breast	Breast inflammatory carcinoma	sum190	CVCL_3423	cell line	not available	not available	not available	not available	Female	2	cell line	run255	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR50.wiff	guot_K160125_sw_BR50.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR50.wiff	sum190
PXD004701-Sample-65	Homo sapiens	breast	Breast inflammatory carcinoma	sum190	CVCL_3423	cell line	not available	not available	not available	not available	Female	3	cell line	run256	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR134.wiff	guot_K160125_sw_BR134.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR134.wiff	sum190
PXD004701-Sample-65	Homo sapiens	breast	Breast inflammatory carcinoma	sum190	CVCL_3423	cell line	not available	not available	not available	not available	Female	4	cell line	run257	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR218.wiff	guot_K160125_sw_BR218.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR218.wiff	sum190
PXD004701-Sample-66	Homo sapiens	Chest Wall	Invasive breast carcinoma of no special type	sum225	CVCL_5593	cell line	56Y	adult	not available	not available	Female	1	cell line	run258	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_L160226_BR192.wiff	guot_L160226_BR192.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_L160226_BR192.wiff	sum225
PXD004701-Sample-66	Homo sapiens	Chest Wall	Invasive breast carcinoma of no special type	sum225	CVCL_5593	cell line	56Y	adult	not available	not available	Female	2	cell line	run259	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR51.wiff	guot_K160125_sw_BR51.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR51.wiff	sum225
PXD004701-Sample-66	Homo sapiens	Chest Wall	Invasive breast carcinoma of no special type	sum225	CVCL_5593	cell line	56Y	adult	not available	not available	Female	3	cell line	run260	proteomic profiling by mass spectrometry	NT=TripleTOF 5600;AC=MS:1000932	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P;AC=MS:1001313	not available	NT=CID;AC=MS:1000133	https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/01/PXD004701/guot_K160125_sw_BR135.wiff	guot_K160125_sw_BR135.wiff.scan	20 ppm	400m/z-1200m/z	100m/z-2000m/z	20 ppm	1	guot_K160125_sw_BR135.wiff	sum225
